"title_clean","title","n_records","databases","years"
"feasibility usability and acceptance of a multicomponent cognitive intervention using immersive virtual reality and telemedicine in individuals with subjective cognitive decline","Feasibility, Usability and Acceptance of a Multi-Component Cognitive Intervention Using Immersive Virtual Reality and Telemedicine in Individuals with Subjective Cognitive Decline.",2,"Embase+PubMed","2026"
"feasibility user satisfaction and knowledge improvement after a vr training program for healthcare professionals managing behavioral and psychological symptoms of dementia bpsd protocol for the formspcrealvi singlearm prepost study","Feasibility, user satisfaction, and knowledge improvement after a VR training program for healthcare professionals managing behavioral and psychological symptoms of dementia (BPSD): Protocol for the FORMSPC-REALVI single-arm pre-post study.",2,"Embase+PubMed","2025"
"fourlimb coordinated training and neuroplasticity in older adults with cognitive frailty mechanisms and clinical evidence","Four-Limb Coordinated Training and Neuroplasticity in Older Adults with Cognitive Frailty: Mechanisms and Clinical Evidence.",2,"Embase+PubMed","2026"
"framingham cardiovascular risk profile correlates with impaired hippocampal and cortical vasoreactivity to hypercapnia","Framingham cardiovascular risk profile correlates with impaired hippocampal and cortical vasoreactivity to hypercapnia.",2,"Embase+PubMed","2011"
"from allo to egocentric spatial ability in early alzheimers disease a study with virtual reality spatial tasks","From allo- to egocentric spatial ability in early Alzheimer's disease: a study with virtual reality spatial tasks.",3,"Embase+PubMed","2013"
"from learning to enjoyment virtual reality walking experiences for older adults in longterm care","From learning to enjoyment: Virtual reality walking experiences for older adults in long-term care.",2,"Embase+PubMed","2026"
"fully immersive virtual realitybased cognitive remediation for adults with psychosocial disabilities a systematic scoping review of methods intervention gaps and metaanalysis of published effectiveness studies","Fully Immersive Virtual Reality-Based Cognitive Remediation for Adults with Psychosocial Disabilities: A Systematic Scoping Review of Methods Intervention Gaps and Meta-Analysis of Published Effectiveness Studies.",2,"Embase+PubMed","2023"
"fullyimmersive virtual reality instrumental activities of daily living training for mild dementia a feasibility study","Fully-immersive virtual reality instrumental activities of daily living training for mild dementia: a feasibility study.",2,"Embase+PubMed","2023"
"fullyimmersive virtual reality instrumental activities of daily living training for mild dementia accelerates cognitive decline a safety warning","Fully-immersive virtual reality instrumental activities of daily living training for mild dementia accelerates cognitive decline: a safety warning?",2,"Embase+PubMed","2023"
"functional living skills a nonimmersive virtual reality training for individuals with major neurocognitive disorders","Functional Living Skills: A Non-Immersive Virtual Reality Training for Individuals with Major Neurocognitive Disorders.",2,"Embase+PubMed","2021"
"functional living skills in patients with major neurocognitive disorder due to degenerative or nondegenerative conditions effectiveness of a nonimmersive virtual reality training","Functional Living Skills in Patients with Major Neurocognitive Disorder Due to Degenerative or Non-Degenerative Conditions: Effectiveness of a Non-Immersive Virtual Reality Training.",2,"Embase+PubMed","2023"
"future trends in brain aging research visuocognitive functions at stake during mobility and spatial navigation","Future trends in brain aging research: Visuo-cognitive functions at stake during mobility and spatial navigation.",2,"Embase+PubMed","2022"
"global trends and hotspots of exercise interventions for mild cognitive impairment a global bibliometric analysis","Global trends and hotspots of exercise interventions for mild cognitive impairment: A global bibliometric analysis.",2,"Embase+PubMed","2024"
"gradient impact of cognitive decline in unilateral vestibular hypofunction after rehabilitation preliminary findings","Gradient impact of cognitive decline in unilateral vestibular hypofunction after rehabilitation: preliminary findings.",2,"Embase+PubMed","2018"
"health information technology supporting adherence memory disorder patients a systematic literature review","Health Information Technology Supporting Adherence Memory Disorder Patients: A Systematic Literature Review.",2,"Embase+PubMed","2024"
"heart rate variability modulates memory function in a virtual task","Heart rate variability modulates memory function in a virtual task.",2,"Embase+PubMed","2024"
"hemodynamic aspects of alzheimers disease","Hemodynamic aspects of Alzheimer's disease.",2,"Embase+PubMed","2002"
"high methionine dietinduced alzheimers disease like symptoms are accompanied by 5methylcytosine elevated levels in the brain","High Methionine Diet-Induced Alzheimer's Disease like Symptoms Are Accompanied by 5-Methylcytosine Elevated Levels in the Brain.",2,"Embase+PubMed","2021"
"hippocampal dysfunction defines disease onset in huntingtons disease","Hippocampal dysfunction defines disease onset in Huntington's disease.",2,"Embase+PubMed","2016"
"homocysteine decreases blood flow to the brain due to vascular resistance in carotid artery","Homocysteine decreases blood flow to the brain due to vascular resistance in carotid artery.",2,"Embase+PubMed","2008"
"hospitals people with cognitive impairment and agitation how virtual reality could improve real world care","Hospitals, people with cognitive impairment and agitation: how virtual reality could improve real world care.",2,"Embase+PubMed","2022"
"how are naturebased interventions defined in mild cognitive impairment and dementia studies a conceptual systematic review and novel taxonomy","How are nature-based interventions defined in mild cognitive impairment and dementia studies? A conceptual systematic review and novel taxonomy.",2,"Embase+PubMed","2025"
"huntington disease in the valencian region","Huntington disease in the Valencian Region].",2,"Embase+PubMed","2023"
"identification of cognitive training for individuals with parkinsons disease a systematic review","Identification of Cognitive Training for Individuals with Parkinson's Disease: A Systematic Review.",2,"Embase+PubMed","2025"
"immersive openworld virtual reality for dementia care neurovrx pilot study","Immersive, Open-World Virtual Reality for Dementia Care: NeuroVRX Pilot Study.",2,"Embase+PubMed","2025"
"immersive technologies for cognitive rehabilitation in dementia and mild cognitive impairment systematic review","Immersive Technologies for Cognitive Rehabilitation in Dementia and Mild Cognitive Impairment: Systematic Review.",2,"Embase+PubMed","2026"
"immersive technologies targeting spatial memory decline a systematic review","Immersive Technologies Targeting Spatial Memory Decline: A Systematic Review.",2,"Embase+PubMed","2025"
"immersive virtual reality and persons with dementia a literature review","Immersive Virtual Reality and Persons with Dementia: A Literature Review.",2,"Embase+PubMed","2020"
"immersive virtual reality and psychological wellbeing in adult chronic physical illness systematic review","Immersive virtual reality and psychological well-being in adult chronic physical illness: systematic review.",2,"Embase+PubMed","2023"
"immersive virtual reality for older adults with mild cognitive impairment dementia or cognitive frailty a systematic review and narrative synthesis 20192025","Immersive virtual reality for older adults with mild cognitive impairment, dementia, or cognitive frailty: a systematic review and narrative synthesis (2019-2025).",2,"Embase+PubMed","2026"
"immersive virtual reality in the treatment of communication disorders a scoping review","Immersive Virtual Reality in the Treatment of Communication Disorders: A Scoping Review.",2,"Embase+PubMed","2026"
"immersive virtual reality reminiscence reduces anxiety in the oldestold without causing serious side effects a singlecenter pilot and randomized crossover study","Immersive Virtual Reality Reminiscence Reduces Anxiety in the Oldest-Old Without Causing Serious Side Effects: A Single-Center, Pilot, and Randomized Crossover Study.",2,"Embase+PubMed","2020"
"immersive virtual reality testing of entorhinal cortex and hippocampal function in ageing and mild cognitive impairment virtechmci","Immersive virtual reality testing of entorhinal cortex and hippocampal function in ageing and mild cognitive impairment (virtech-MCI)",2,"Embase","2017"
"impact of optic flow perception and egocentric coordinates on veering in parkinsons disease","Impact of optic flow perception and egocentric coordinates on veering in Parkinson's disease.",2,"Embase+PubMed","2008"
"impact of somatocognitive coordination therapy on activities of daily living in a patient with huntingtons disease","Impact of somato-cognitive coordination therapy on activities of daily living in a patient with Huntington's disease.",2,"Embase+PubMed","2024"
"impaired allocentric spatial memory underlying topographical disorientation","Impaired allocentric spatial memory underlying topographical disorientation.",2,"Embase+PubMed","2006"
"impaired crossmodal inhibition in alzheimer disease","Impaired cross-modal inhibition in Alzheimer disease.",4,"Embase+PubMed","2005"
"implicit attitudes towards dementia after education preliminary trial results from japan","Implicit attitudes towards dementia after education: Preliminary trial results from Japan.",2,"Embase+PubMed","2024"
"increased medical student understanding of dementia through virtual embodiment","Increased medical student understanding of dementia through virtual embodiment.",2,"Embase+PubMed","2023"
"increasing awareness sensitivity and empathy for alzheimers dementia patients using simulation","Increasing awareness, sensitivity, and empathy for Alzheimer's dementia patients using simulation.",2,"Embase+PubMed","2021"
"increasing understanding of environmental modifications using the virtual dementia experience for professional carers of people living with dementia","Increasing understanding of environmental modifications using the Virtual Dementia Experience for professional carers of people living with dementia.",2,"Embase+PubMed","2022"
"integrated biocooperative robotic platform for virtual cognitive training in parkinsons disease design and methodology of the opera project","Integrated bio-cooperative robotic platform for virtual cognitive training in Parkinson's disease: design and methodology of the OPERA project.",2,"Embase+PubMed","2026"
"integrating biomarkers from virtual reality and magnetic resonance imaging for the early detection of mild cognitive impairment using a multimodal learning approach validation study","Integrating Biomarkers From Virtual Reality and Magnetic Resonance Imaging for the Early Detection of Mild Cognitive Impairment Using a Multimodal Learning Approach: Validation Study.",2,"Embase+PubMed","2024"
"interests of nursing homes residents with dementia for virtual realitybased leisure activities a crosssectional pilot study","Interests of nursing homes residents with dementia for virtual reality-based leisure activities: A cross-sectional pilot study",2,"Embase","2021"
"intermittent theta burst stimulation over left ba10 enhances virtual realitybased prospective memory in healthy aged subjects","Intermittent theta burst stimulation over left BA10 enhances virtual reality-based prospective memory in healthy aged subjects.",2,"Embase+PubMed","2015"
"interreality in the management of psychological stress a clinical scenario","Interreality in the management of psychological stress: a clinical scenario.",3,"Embase+PubMed","2010"
"intervention modalities for targeting cognitivemotor interference in individuals with neurodegenerative disease a systematic review","Intervention modalities for targeting cognitive-motor interference in individuals with neurodegenerative disease: a systematic review.",2,"Embase+PubMed","2017"
"introducing and familiarising older adults living with dementia and their caregivers to virtual reality","Introducing and Familiarising Older Adults Living with Dementia and Their Caregivers to Virtual Reality.",2,"Embase+PubMed","2022"
"introducing virtual reality therapy for inpatients with dementia admitted to an acute care hospital learnings from a pilot to pave the way to a randomized controlled trial","Introducing virtual reality therapy for inpatients with dementia admitted to an acute care hospital: learnings from a pilot to pave the way to a randomized controlled trial.",2,"Embase+PubMed","2020"
"introducing virtual reality to homebased primary care veterans with dementia","Introducing Virtual Reality to Home-Based Primary Care Veterans With Dementia.",2,"Embase+PubMed","2025"
"investigating virtual reality navigation in amnestic mild cognitive impairment using fmri","Investigating virtual reality navigation in amnestic mild cognitive impairment using fMRI.",2,"Embase+PubMed","2016"
"involving persons with dementia in the evaluation of outdoor environments","Involving persons with dementia in the evaluation of outdoor environments.",2,"Embase+PubMed","2008"
"it really brought me in zoned me in and kept me there a qualitative study exploring carers and volunteers experiences of a narrative based dementiafocused virtual reality film","It Really Brought me in, Zoned me in, and Kept me There"": A Qualitative Study Exploring Carers' and Volunteers' Experiences of a Narrative Based, Dementia-Focused Virtual Reality Film.",2,"Embase+PubMed","2026"
"kaempferol3orutinoside exerts cardioprotective effects through nfκbnlrp3caspase1 pathway in ventricular remodeling after acute myocardial infarction","Kaempferol-3-O-rutinoside exerts cardioprotective effects through NF-κB/NLRP3/Caspase-1 pathway in ventricular remodeling after acute myocardial infarction.",2,"Embase+PubMed","2022"
"leap motion technology and psychology a minireview on hand movements sensing for neurodevelopmental and neurocognitive disorders","LEAP Motion Technology and Psychology: A Mini-Review on Hand Movements Sensing for Neurodevelopmental and Neurocognitive Disorders.",2,"Embase+PubMed","2021"
"leisure activity interventions on cognition in mild cognitive impairment patients a metaanalysis","Leisure Activity Interventions on Cognition in Mild Cognitive Impairment Patients: A Meta-Analysis.",2,"Embase+PubMed","2025"
"leveraging computational intelligence techniques for diagnosing degenerative nerve diseases a comprehensive review open challenges and future research directions","Leveraging Computational Intelligence Techniques for Diagnosing Degenerative Nerve Diseases: A Comprehensive Review, Open Challenges, and Future Research Directions.",2,"Embase+PubMed","2023"
"leveraging virtual reality to train certified nursing assistants as essential dementiacare personnel in the age of covid19","Leveraging virtual reality to train certified nursing assistants as essential dementia-care personnel in the age of COVID-19.",3,"Embase+PubMed","2021"
"librarians collaborating with instructors for course integration of virtual reality","Librarians collaborating with instructors for course integration of virtual reality.",2,"Embase+PubMed","2025"
"lifestyle behavior pattern is associated with different levels of risk for incident dementia and alzheimers disease the cache county study","Lifestyle behavior pattern is associated with different levels of risk for incident dementia and Alzheimer's disease: the Cache County study.",2,"Embase+PubMed","2012"
"linking cognitive functioning and postural balance control through virtual reality environmental manipulations","Linking cognitive functioning and postural balance control through virtual reality environmental manipulations.",2,"Embase+PubMed","2022"
"linking vr performance to cognitive ability the significance of accpcl connectivity in aging populations","Linking VR performance to cognitive ability: The significance of ACC-PCL connectivity in aging populations.",2,"Embase+PubMed","2026"
"mapping the evidence on virtual reality for dementia caregivers a scoping review","Mapping the evidence on virtual reality for dementia caregivers: a scoping review.",2,"Embase+PubMed","2026"
"medial parietal cortex encodes perceived heading direction in humans","Medial parietal cortex encodes perceived heading direction in humans.",2,"Embase+PubMed","2010"
"merging multimodal digital biomarkers into digital neuro fingerprints for precision neurology in dementias the promise of the right treatment for the right patient at the right time in the age of ai","Merging multimodal digital biomarkers into ""Digital Neuro Fingerprints"" for precision neurology in dementias: the promise of the right treatment for the right patient at the right time in the age of AI.",2,"Embase+PubMed","2026"
"methods for measuring interpersonal behavioral and neural synchrony during group music therapy for individuals with dementia and their caregivers a case series study","Methods for measuring interpersonal behavioral and neural synchrony during group music therapy for individuals with dementia and their caregivers: A case series study.",2,"Embase+PubMed","2025"
"microglial trem2 and cognitive impairment insights from alzheimers disease with implications for spinal cord injury and aiassisted therapeutics","Microglial TREM2 and cognitive impairment: insights from Alzheimer's disease with implications for spinal cord injury and AI-assisted therapeutics.",2,"Embase+PubMed","2025"
"midlife vascular risk factor exposure accelerates structural brain aging and cognitive decline","Midlife vascular risk factor exposure accelerates structural brain aging and cognitive decline.",3,"Embase+PubMed","2011"
"mild cognitive impairment but not hiv status is related to reduced awareness of level of cognitive performance among older adults","Mild Cognitive Impairment, But Not HIV Status, is Related to Reduced Awareness of Level of Cognitive Performance Among Older Adults.",2,"Embase+PubMed","2023"
"mindfulness and meditation promoting emotional and cognitive health","Mindfulness and meditation: Promoting emotional and cognitive health.",2,"Embase+PubMed","2025"
"misery perfusion with preserved vascular reactivity in alzheimers disease","Misery perfusion with preserved vascular reactivity in Alzheimer's disease.",2,"Embase+PubMed","1997"
"modalityspecific impairment of hippocampal ca1 neurons of alzheimers disease model mice","Modality-Specific Impairment of Hippocampal CA1 Neurons of Alzheimer's Disease Model Mice.",2,"Embase+PubMed","2021"
"motionbased technology for people with dementia training at home threephase pilot study assessing feasibility and efficacy","Motion-Based Technology for People With Dementia Training at Home: Three-Phase Pilot Study Assessing Feasibility and Efficacy.",2,"Embase+PubMed","2020"
"motor skill learning retention and control deficits in parkinsons disease","Motor skill learning, retention, and control deficits in Parkinson's disease.",2,"Embase+PubMed","2011"
"motorcognitive dualtask training in persons with neurologic disorders a systematic review","Motor-Cognitive Dual-Task Training in Persons With Neurologic Disorders: A Systematic Review.",2,"Embase+PubMed","2015"
"multidimensional assessment of social cognition using nonimmersive virtual reality in dementia with lewy bodies and alzheimers disease an exploratory study","Multidimensional assessment of social cognition using non-immersive virtual reality in dementia with Lewy bodies and Alzheimer's disease: an exploratory study.",2,"Embase+PubMed","2024"
"multisensory multitasking performance of older adults with and without subjective cognitive decline","Multisensory, Multi-Tasking Performance of Older Adults With and Without Subjective Cognitive Decline.",2,"Embase+PubMed","2019"
"narrow doorways alter brain connectivity and step patterns in isolated rem sleep behaviour disorder","Narrow doorways alter brain connectivity and step patterns in isolated REM sleep behaviour disorder.",2,"Embase+PubMed","2022"
"nature exposure sufficiency and insufficiency the benefits of environmental preservation","Nature exposure sufficiency and insufficiency: The benefits of environmental preservation.",2,"Embase+PubMed","2018"
"naturebased virtual reality for depression in alzheimers disease protocol of a pilot randomized controlled trial","Nature-based Virtual Reality for Depression in Alzheimer's Disease: Protocol of a Pilot Randomized Controlled Trial.",2,"Embase+PubMed","2026"
"needs expressed by people with subjective cognitive decline during amyloid pet disclosure consultations an observational study","Needs expressed by people with subjective cognitive decline during amyloid PET disclosure consultations: An observational study.",2,"Embase+PubMed","2025"
"network metaanalysis of the effects of different cognitive trainings on the cognitive function of patients with mild cognitive impairment","Network meta-analysis of the effects of different cognitive trainings on the cognitive function of patients with mild cognitive impairment.",2,"Embase+PubMed","2024"
"neural correlates of spatial navigation changes in mild cognitive impairment and alzheimers disease","Neural correlates of spatial navigation changes in mild cognitive impairment and Alzheimer's disease.",2,"Embase+PubMed","2014"
"neuroairehb an artificial intelligencebased methodology for personalized and adaptive neurorehabilitation","NeuroAIreh@b: an artificial intelligence-based methodology for personalized and adaptive neurorehabilitation.",2,"Embase+PubMed","2023"
"neurocognitive treatment for a patient with alzheimers disease using a virtual reality navigational environment","Neurocognitive Treatment for a Patient with Alzheimer's Disease Using a Virtual Reality Navigational Environment.",3,"Embase+PubMed","2016"
"neurocognitive treatment using virtual reality","Neurocognitive treatment using virtual reality",2,"Embase","2017"
"neuronsvr virtual reality therapy for people living with dementia during an acute hospital admission a feasibility study","NeuronsVR: Virtual reality therapy for people living with dementia during an acute hospital admission - A feasibility study.",2,"Embase+PubMed","2025"
"neuroprotective effect of taxifolin against aluminum chlorideinduced dementia and pathological alterations in the brain of rats possible involvement of tolllike receptor 4","Neuroprotective effect of taxifolin against aluminum chloride-induced dementia and pathological alterations in the brain of rats: possible involvement of toll-like receptor 4.",2,"Embase+PubMed","2024"
"neuroprotective effects of ethyl pyruvate against aluminum chlorideinduced alzheimers disease in rats via inhibiting tolllike receptor 4","Neuroprotective Effects of Ethyl Pyruvate against Aluminum Chloride-Induced Alzheimer's Disease in Rats via Inhibiting Toll-Like Receptor 4.",2,"Embase+PubMed","2020"
"neuropsychiatric symptoms in alzheimers disease bridging mechanisms management and emerging innovations","Neuropsychiatric symptoms in Alzheimer's disease: Bridging mechanisms, management, and emerging innovations.",2,"Embase+PubMed","2026"
"neurotechnological approaches to cognitive rehabilitation in mild cognitive impairment a systematic review of neuromodulation eeg virtual reality and emerging ai applications","Neurotechnological Approaches to Cognitive Rehabilitation in Mild Cognitive Impairment: A Systematic Review of Neuromodulation, EEG, Virtual Reality, and Emerging AI Applications.",2,"Embase+PubMed","2025"
"new software dedicated to virtual mazes for human cognitive investigations","New software dedicated to virtual mazes for human cognitive investigations.",2,"Embase+PubMed","2019"
"noninvasive modulation of the hippocampalentorhinal complex during spatial navigation in humans","Noninvasive modulation of the hippocampal-entorhinal complex during spatial navigation in humans.",2,"Embase+PubMed","2024"
"not just fun and games applications of virtual reality in the identification and rehabilitation of cognitive disorders of the elderly","Not just fun and games: applications of virtual reality in the identification and rehabilitation of cognitive disorders of the elderly.",2,"Embase+PubMed","2011"
"numerosity estimation of virtual humans as a digitalrobotic marker for hallucinations in parkinsons disease","Numerosity estimation of virtual humans as a digital-robotic marker for hallucinations in Parkinson's disease.",2,"Embase+PubMed","2024"
"older adults with cognitive andor physical impairments can benefit from immersive virtual reality experiences a feasibility study","Older Adults With Cognitive and/or Physical Impairments Can Benefit From Immersive Virtual Reality Experiences: A Feasibility Study.",2,"Embase+PubMed","2020"
"on the comparison of a novel serious game and electroencephalography biomarkers for early dementia screening","On the comparison of a novel serious game and electroencephalography biomarkers for early dementia screening.",2,"Embase+PubMed","2015"
"on the comparison of vrresponses as performance measures in prospective memory with auditory p300 responses in mci detection","On the comparison of VR-responses, as performance measures in prospective memory, with auditory P300 responses in MCI detection.",4,"Embase+PubMed","2012"
"one year followup study of the association between chemical castration sex hormones betaamyloid memory and depression in men","One year follow-up study of the association between chemical castration, sex hormones, beta-amyloid, memory and depression in men.",2,"Embase+PubMed","2004"
"optimizing cognitive training for the treatment of cognitive dysfunction in parkinsons disease current limitations and future directions","Optimizing Cognitive Training for the Treatment of Cognitive Dysfunction in Parkinson's Disease: Current Limitations and Future Directions.",2,"Embase+PubMed","2021"
"overestimation in angular path integration precedes alzheimers dementia","Overestimation in angular path integration precedes Alzheimer's dementia.",2,"Embase+PubMed","2023"
"path integration changes as a cognitive marker for vascular cognitive impairmenta pilot study","Path Integration Changes as a Cognitive Marker for Vascular Cognitive Impairment?-A Pilot Study.",2,"Embase+PubMed","2020"
"path integration detects prodromal alzheimers disease and predicts cognitive decline","Path Integration Detects Prodromal Alzheimer's Disease and Predicts Cognitive Decline.",2,"Embase+PubMed","2024"
"path integration impairments reveal early cognitive changes in subjective cognitive decline","Path integration impairments reveal early cognitive changes in subjective cognitive decline.",4,"Embase+PubMed","2025"
"path integration selectively predicts midlife risk of alzheimers disease","Path integration selectively predicts midlife risk of Alzheimer's disease.",2,"Embase+PubMed","2023"
"pemocs evaluating the effects of a conceptguided personalised motorcognitive exergame training on cognitive functions and gait in chronic strokestudy protocol for a randomised controlled trial","PEMOCS: Evaluating the effects of a concept-guided, PErsonalised, MOtor-Cognitive exergame training on cognitive functions and gait in chronic Stroke-study protocol for a randomised controlled trial.",2,"Embase+PubMed","2024"
"performance of digital technologies in assessing fall risks among older adults with cognitive impairment a systematic review","Performance of digital technologies in assessing fall risks among older adults with cognitive impairment: a systematic review.",2,"Embase+PubMed","2024"
"peripheral inflammation acutely impairs human spatial memory via actions on medial temporal lobe glucose metabolism","Peripheral inflammation acutely impairs human spatial memory via actions on medial temporal lobe glucose metabolism.",2,"Embase+PubMed","2014"
"personalized noninvasive combined magnetic and electrical stimulation of the default mode network in mild ad patients cmesad a multicentric randomized shamcontrolled trial protocol","Personalized non-invasive combined magnetic and electrical stimulation of the default mode network in mild AD patients (CMES-AD): a multicentric randomized sham-controlled trial protocol.",2,"Embase+PubMed","2026"
"personcentered carebased digital transformation education program for elderly dementia patients with delirium a comparison of the effect on nurses and doctors","Person-centered care-based digital transformation education program for elderly dementia patients with delirium: a comparison of the effect on nurses and doctors].",2,"Embase+PubMed","2025"
"physical activity sedentary behaviour and cognitive function among older adults a bibliometric analysis from 2004 to 2024","Physical activity, sedentary behaviour, and cognitive function among older adults: A bibliometric analysis from 2004 to 2024.",2,"Embase+PubMed","2024"
"potential of virtual reality to meaningfully engage adults living with dementia in care settings a scoping review","Potential of virtual reality to meaningfully engage adults living with dementia in care settings: A scoping review.",2,"Embase+PubMed","2024"
"predicting real world spatial disorientation in alzheimers disease patients using virtual reality navigation tests","Predicting real world spatial disorientation in Alzheimer's disease patients using virtual reality navigation tests.",2,"Embase+PubMed","2022"
"predicting the quality of spatial learning via virtual global landmarks","Predicting the Quality of Spatial Learning via Virtual Global Landmarks.",2,"Embase+PubMed","2022"
"predictors of performance in real and virtual scenarios across age","Predictors of Performance in Real and Virtual Scenarios across Age.",2,"Embase+PubMed","2019"
"preliminary research virtual reality in residential aged care to reduce apathy and improve mood","Preliminary Research: Virtual Reality in Residential Aged Care to Reduce Apathy and Improve Mood.",2,"Embase+PubMed","2020"
"preliminary study on the feasibility of virtual realitybased cognitive training on patients with mild to moderate alzheimers disease","Preliminary study on the feasibility of virtual reality-based cognitive training on patients with mild to moderate Alzheimer's disease.",2,"Embase+PubMed","2025"
"preparing future health care workers for interactions with people with dementia a mixed methods study","Preparing future health care workers for interactions with people with dementia: A mixed methods study.",2,"Embase+PubMed","2023"
"primary involvement of neurovascular coupling in cerebral autosomaldominant arteriopathy with subcortical infarcts and leukoencephalopathy","Primary involvement of neurovascular coupling in cerebral autosomal-dominant arteriopathy with subcortical infarcts and leukoencephalopathy.",2,"Embase+PubMed","2019"
"promoting reminiscences with virtual reality headsets a pilot study with people with dementia","Promoting Reminiscences with Virtual Reality Headsets: A Pilot Study with People with Dementia.",2,"Embase+PubMed","2020"
"protective effects of dendrobium nobile lindl alkaloids on alzheimers diseaselike symptoms induced by highmethionine diet","Protective Effects of Dendrobium nobile Lindl. Alkaloids on Alzheimer's Disease-like Symptoms Induced by High-methionine Diet.",2,"Embase+PubMed","2022"
"qualitative evaluation of how a virtual dementia experience impacts medical and pharmacy students selfreported knowledge and attitudes towards people with dementia","Qualitative evaluation of how a virtual dementia experience impacts medical and pharmacy students' self-reported knowledge and attitudes towards people with dementia.",2,"Embase+PubMed","2020"
"quantifying motorcognitive reserve using a novel multimodal stress test","Quantifying motor-cognitive reserve using a novel multi-modal stress test.",2,"Embase+PubMed","2025"
"quantitative research on digitalized treatment options for older adults with mental illness scoping review","Quantitative Research on Digitalized Treatment Options for Older Adults With Mental Illness: Scoping Review.",2,"Embase+PubMed","2025"
"reallife hippocampaldependent spatial memory impairments in huntingtons disease","Real-life' hippocampal-dependent spatial memory impairments in Huntington's disease.",2,"Embase+PubMed","2019"
"recent advances in the detection and management of motor dysfunction in alzheimers disease","Recent advances in the detection and management of motor dysfunction in Alzheimer's disease.",2,"Embase+PubMed","2025"
"recent trends and practices toward assessment and rehabilitation of neurodegenerative disorders insights from human gait","Recent Trends and Practices Toward Assessment and Rehabilitation of Neurodegenerative Disorders: Insights From Human Gait.",2,"Embase+PubMed","2022"
"reduced overnight memory consolidation and associated alterations in sleep spindles and slow oscillations in early alzheimers disease","Reduced overnight memory consolidation and associated alterations in sleep spindles and slow oscillations in early Alzheimer's disease.",2,"Embase+PubMed","2024"
"relating constructs of attention and working memory to social withdrawal in alzheimers disease and schizophrenia issues regarding paradigm selection","Relating constructs of attention and working memory to social withdrawal in Alzheimer's disease and schizophrenia: issues regarding paradigm selection.",2,"Embase+PubMed","2019"
"reliability of a novel serious game using dualtask gait profiles to early characterize amci","Reliability of a novel serious game using dual-task gait profiles to early characterize aMCI.",2,"Embase+PubMed","2015"
"remote reminiscence using immersive virtual reality may be efficacious for reducing anxiety in patients with mild cognitive impairment even in covid19 pandemic a case report","Remote Reminiscence Using Immersive Virtual Reality May Be Efficacious for Reducing Anxiety in Patients with Mild Cognitive Impairment Even in COVID-19 Pandemic: A Case Report.",2,"Embase+PubMed","2021"
"review of virtual reality treatment for mental health","Review of virtual reality treatment for mental health.",2,"Embase+PubMed","2001"
"role of a dementia virtual reality app in developing situated empathy attitude and personcentred carea qualitative approach","Role of a Dementia Virtual Reality App in Developing Situated Empathy, Attitude and Person-Centred Care-A Qualitative Approach.",2,"Embase+PubMed","2025"
"role of physical and mental training in brain network configuration","Role of physical and mental training in brain network configuration.",2,"Embase+PubMed","2015"
"route efficiency in spatial navigation as an early indicator of cognitive decline in amnestic mild cognitive impairment","Route efficiency in spatial navigation as an early indicator of cognitive decline in amnestic mild cognitive impairment.",2,"Embase+PubMed","2026"
"seas the day codesigning immersive virtual reality exergames with exercise professionals and people living with dementia","Seas the day: Co-designing immersive virtual reality exergames with exercise professionals and people living with dementia.",3,"Embase+PubMed","2021"
"selective sparing of topographical memory","Selective sparing of topographical memory.",2,"Embase+PubMed","1998"
"selfreported sleep fragmentation and sleep duration and their association with cognitive function in protect a large digital communitybased cohort of people over 50","Self-reported sleep fragmentation and sleep duration and their association with cognitive function in PROTECT, a large digital community-based cohort of people over 50.",2,"Embase+PubMed","2023"
"sensory integration a novel approach for healthy ageing and dementia management","Sensory Integration: A Novel Approach for Healthy Ageing and Dementia Management.",2,"Embase+PubMed","2024"
"serious games for screening predementia conditions from virtuality to reality a pilot project","Serious games for screening pre-dementia conditions: from virtuality to reality? A pilot project.",2,"Embase+PubMed","2014"
"simulated communication skills training program effects using augmented reality with realtime feedback a randomized control study","Simulated communication skills training program effects using augmented reality with real-time feedback: A randomized control study",2,"Embase","2022"
"simultaneous assessment of posture and saccadic eye movement with visual stimuli using headmounted display virtual reality technology in healthy older adults","Simultaneous assessment of posture and saccadic eye movement with visual stimuli using head-mounted display virtual reality technology in healthy older adults",2,"Embase","2021"
"sleep dysfunctions influence decision making in undemented parkinsons disease patients a study in a virtual supermarket","Sleep dysfunctions influence decision making in undemented Parkinson's disease patients: a study in a virtual supermarket.",3,"Embase+PubMed","2011"
"sleep quality metrics combined with virtual reality motion parameters enhance early detection of mild cognitive impairment","Sleep quality metrics combined with virtual reality motion parameters enhance early detection of mild cognitive impairment.",2,"Embase+PubMed","2026"
"snptatacomparator genomewide landmarks for preventive personalized medicine","SNP_TATA_Comparator: genomewide landmarks for preventive personalized medicine.",2,"Embase+PubMed","2017"
"social connectedness and the role of virtual reality experiences and perceptions of people living with dementia and their caregivers","Social connectedness and the role of virtual reality: experiences and perceptions of people living with dementia and their caregivers.",2,"Embase+PubMed","2024"
"social event memory test semt a videobased memory test for predicting amyloid positivity for alzheimers disease","Social Event Memory Test (SEMT): A Video-based Memory Test for Predicting Amyloid Positivity for Alzheimer's Disease.",2,"Embase+PubMed","2018"
