label,screening_id,database,title,abstract,author,year,journal,publication_type,doi_clean,pmid_clean,psychosocial_priority,screening_decision,exclusion_reason,screening_notes,screened_abstracts,note,notes,suggested_decision,suggested_reason_code,screening_confidence,screening_rationale,screening_rule_flags,manual_review_required,screening_method,possible_report_family,citation_mining_candidate
VRD1546|Reinventing clinical trials,VRD1546,Embase,Reinventing clinical trials,NA,NA,2012,Nat. Biotechnol,NA,10.1038/nbt.2083,NA,FALSE,NA,NA,NA,NA,,,excluded,wrong_population,medium,No dementia term in title and no abstract available,missing_abstract,no,rule_based_triage,,no
VRD1260|Remote actigraphy measurement with a simple-to-use wearable device: Feasibility and compliance in older adults with and without subjective cognitive decline,VRD1260,Embase,Remote actigraphy measurement with a simple-to-use wearable device: Feasibility and compliance in older adults with and without subjective cognitive decline,NA,NA,2021,J. Prev. Alzheimer's Dis,NA,10.14283/jpad.2021.58,NA,FALSE,NA,NA,NA,NA,,,excluded,wrong_population,medium,No dementia term in title and no abstract available,psychosocial_component; intervention_language; missing_abstract; title_psychosocial_component,no,rule_based_triage,,no
VRD1548|Reorientation deficits are associated with amnestic mild cognitive impairment,VRD1548,Embase,Reorientation deficits are associated with amnestic mild cognitive impairment,NA,NA,2012,Am. J. Alzheimer's Dis. Other Dem,NA,10.1177/1533317512452035,NA,FALSE,NA,NA,NA,NA,,,excluded,wrong_population,high,MCI-only population; no diagnosed dementia group identified,mci_language; missing_abstract,no,rule_based_triage,,no
VRD1166|Repositioning of antidiabetic drugs for Alzheimer’s disease: possibility of Wnt signaling modulation by targeting LRP6 an in silico based study,VRD1166,Embase,Repositioning of antidiabetic drugs for Alzheimer’s disease: possibility of Wnt signaling modulation by targeting LRP6 an in silico based study,NA,NA,2022,J. Biomol. Struct. Dyn,NA,10.1080/07391102.2021.1930583,NA,FALSE,NA,NA,NA,NA,,,excluded,wrong_intervention,medium,No explicit VR term in title and no abstract available,dementia_population; missing_abstract; title_dementia_population,no,rule_based_triage,,no
VRD1067|Research hotspots and trends of the tele-rehabilitation for stroke survivors based on CiteSpace: A review,VRD1067,Embase,Research hotspots and trends of the tele-rehabilitation for stroke survivors based on CiteSpace: A review,NA,NA,2023,Medicine,NA,10.1097/md.0000000000033398,NA,FALSE,NA,NA,NA,NA,,,excluded,wrong_population,medium,No dementia term in title and no abstract available,missing_abstract,no,rule_based_triage,,no
VRD1237|Responding to geriatrics learning needs amid covid-19: An echo for Indiana area agencies on aging,VRD1237,Embase,Responding to geriatrics learning needs amid covid-19: An echo for Indiana area agencies on aging,NA,NA,2021,J. Am. Geriatr. Soc,NA,10.1111/jgs.17115,NA,FALSE,NA,NA,NA,NA,,,excluded,wrong_population,medium,No dementia term in title and no abstract available,missing_abstract,no,rule_based_triage,,no
"VRD0312|Role of a Dementia Virtual Reality App in Developing Situated Empathy, Attitude and Person-Centred Care-A Qualitative Approach.",VRD0312,PubMed,"Role of a Dementia Virtual Reality App in Developing Situated Empathy, Attitude and Person-Centred Care-A Qualitative Approach.","BACKGROUND: The demands of any health education programme including nurse education would benefit from innovative ways to support students learning in an effective and efficient manner. Such approaches resonate particularly when caring for older people living with dementia, due to multifactorial manifestations of the condition, patients' difficulty in articulating their needs and the potential for negative care outcomes. Empathy is an important part of understanding dementia and is also recognised as a complex and multidimensional concept. OBJECTIVE: This study investigated the impact of undergraduate nursing students' 15-min use of the Experience Dementia in Singapore (EDIS) virtual reality app in their tutorial lesson for developing their empathy, changing their attitude and increasing their sensitivity for person-centred care of people with dementia. METHOD: We carried out content and thematic analysis of data anonymously collected via the in-class learning activities at the start and at the end of the lesson. RESULTS: All participating students (n = 89, 89% response rate) achieved their learning goal to experience a first-person perspective and gain insights into needs and care for persons living with dementia. The results showed students transitioned from having mainly knowledge foremost in their mind, to more empathetic and care related thoughts when delivering care to persons living with dementia. The experience made more students aware of how they could communicate care, make environmental modifications to support and develop an attitude of person-centred care for persons living with dementia and their families. The analysis resulted in four themes: (1) immersive learning-walking in the shoes of the person living with dementia (2) feelings evoked from the first-person perspective (3) little things, big impact; little things, positive impact; and (4) communicating care. CONCLUSION: The EDIS virtual reality app was an efficient and effective way for students to develop essential elements, especially empathy, as well as positive attitudes and sensitivity towards person-centred care for those living with dementia. IMPLICATIONS FOR PRACTICE: The first-hand experience the VR app offers allows students to challenge pre-conceived perceptions about older people and those living with dementia. As such, it is a versatile tool that can be incorporated into a variety of study and training programmes for students, professionals and caregivers who provide care or care solutions for persons living with dementia and their families.",Tan CP; Howes DC; Manikam A; Lim SM,2025,International journal of older people nursing,Journal Article,10.1111/opn.70012,39895420,FALSE,NA,NA,NA,NA,,,excluded,wrong_population,medium,"VR intervention targets caregivers, staff, students, or the public rather than people with dementia",dementia_population; vr_technology; psychosocial_component; intervention_language; non_patient_target; title_dementia_population; title_vr_technology; patient_participant_phrase,no,curated_title_abstract_review,,no
VRD0442|Route-following deficits in amnestic mild cognitive impairment: Is the dual encoding of route-following strategies impaired?,VRD0442,PubMed,Route-following deficits in amnestic mild cognitive impairment: Is the dual encoding of route-following strategies impaired?,"BackgroundOne of the earliest signs of amnestic mild cognitive impairment (MCI) and neurodegenerative dementia (ND) is spatial disorientation, e.g., getting lost on previously familiar routes. Healthy individuals often follow routes by combining two strategies, serial recall of directions and cue-direction associations, but the integration of these two strategies may be degraded in amnestic MCI and ND.ObjectiveTo evaluate whether impaired integration of the two strategies (dual encoding) contributes to the route-following deficits in amnestic MCI.MethodsTwenty-five patients with amnestic MCI and 25 age-matched healthy controls (HC) followed routes through virtual mazes that allowed the use of the serial order strategy only (maze S), the associative cue strategy only (maze A), or both strategies (maze SA).ResultsFor longer routes, accuracy in maze SA exceeded that in mazes S and A, confirming the existence of a dual encoding benefit. The magnitude of this benefit was comparable in both groups. In contrast, performance on an additional dual-task test was poorer in MCI than in HC.ConclusionsWe attribute the dissociation between preserved dual encoding and impaired dual-tasking in amnestic MCI not to fundamental differences in the underlying mechanisms, but rather to the different ecological validity of the two experimental paradigms. Our findings suggest that spatial orientation training in amnestic MCI need not target dual encoding.",Bock O; Huang JY; Wigge M; Bieche C; Kehm C; Richter N; Fink GR; Onur OA,NA,Journal of Alzheimer's disease : JAD,"Journal Article; Research Support, Non-U.S. Gov't",NA,40971328,FALSE,NA,NA,NA,NA,,,excluded,wrong_intervention,medium,No VR-based intervention identified in title or abstract,dementia_population; mci_language,no,rule_based_triage,,no
VRD1104|SEX-SPECIFIC DIAGNOSTIC PROPERTIES of AD PLASMA BIOMARKERS in COGNITIVELY UNIMPAIRED AT-RISK INDIVIDUALS,VRD1104,Embase,SEX-SPECIFIC DIAGNOSTIC PROPERTIES of AD PLASMA BIOMARKERS in COGNITIVELY UNIMPAIRED AT-RISK INDIVIDUALS,NA,NA,2022,J. Prev. Alzheimer's Dis,NA,10.14283/jpad.2022.97,NA,FALSE,NA,NA,NA,NA,,,excluded,wrong_population,medium,No dementia term in title and no abstract available,assessment_language; missing_abstract; clear_assessment_title,no,rule_based_triage,,no
"VRD1024|Safety and Normative Data With Neos™, in Healthy Volunteers, Children and Patient Populations With Ophthalmological or Neurological Disease",VRD1024,Embase,"Safety and Normative Data With Neos™, in Healthy Volunteers, Children and Patient Populations With Ophthalmological or Neurological Disease",NA,NA,2023,clinicaltrials.gov,NA,NA,NA,FALSE,NA,NA,NA,NA,,,excluded,wrong_population,medium,No dementia term in title and no abstract available,psychosocial_component; missing_abstract; title_psychosocial_component,no,rule_based_triage,,no
VRD0768|Safety of individualized herbal medicine for dysmenorrhea: pharmacovigilance from South Korea’s national pilot,VRD0768,Embase,Safety of individualized herbal medicine for dysmenorrhea: pharmacovigilance from South Korea’s national pilot,NA,NA,2026,Front. Pharmacol,NA,10.3389/fphar.2026.1722249,NA,FALSE,NA,NA,NA,NA,,,excluded,wrong_population,medium,No dementia term in title and no abstract available,psychosocial_component; intervention_language; missing_abstract; title_psychosocial_component,no,rule_based_triage,,no
"VRD1382|Safety, Tolerability, and Early Efficacy of Immersive Virtual Reality for Early Neurocognitive Stimulation in the Intensive Care Unit",VRD1382,Embase,"Safety, Tolerability, and Early Efficacy of Immersive Virtual Reality for Early Neurocognitive Stimulation in the Intensive Care Unit",NA,NA,2018,clinicaltrials.gov,NA,NA,NA,FALSE,NA,NA,NA,NA,,,excluded,wrong_population,medium,No eligible diagnosed dementia population identified,vr_technology; psychosocial_component; missing_abstract; title_vr_technology; title_psychosocial_component,no,curated_title_abstract_review,,no
VRD0197|Salient Cues and Wayfinding in Alzheimer's Disease within a Virtual Senior Residence.,VRD0197,PubMed,Salient Cues and Wayfinding in Alzheimer's Disease within a Virtual Senior Residence.,"Wayfinding is a problem for persons with Alzheimer's disease (AD), especially in complex environments such as senior residential communities. In this study, persons with AD or mild cognitive impairment (MCI) and a control group of older adults were asked to navigate a virtual reality simulation of a senior residential community. Subjects had to find their way repeatedly over multiple trials for two consecutive days in standard (no extra cues) and salient (colorful, memorable cues placed at key decision points) cue conditions. The results showed that all subjects found their way faster and more effectively in the salient cue condition than in the standard cue condition. Those in the AD/MCI group were significantly more impaired in wayfinding ability compared with those in the control group. Persons with impaired wayfinding ability due to AD and MCI can find their way more effectively in virtual environments enhanced with salient environmental cues.",Davis R; Ohman JM; Weisbeck C,NA,Environment and behavior,Journal Article,NA,29230067,FALSE,NA,NA,NA,NA,,,excluded,wrong_intervention,high,"VR used for assessment, diagnosis, or biomarker measurement without a psychosocial component",dementia_population; vr_technology; assessment_language; mci_language; title_dementia_population; clear_assessment_title,no,rule_based_triage,,no
"VRD1256|Scaffold fragmentation and substructure hopping reveal potential, robustness, and limits of computer-aided pattern analysis (C@PA)",VRD1256,Embase,"Scaffold fragmentation and substructure hopping reveal potential, robustness, and limits of computer-aided pattern analysis (C@PA)",NA,NA,2021,Comput. Struct. Biotechnol. J,NA,10.1016/j.csbj.2021.05.018,NA,FALSE,NA,NA,NA,NA,,,excluded,wrong_population,medium,No dementia term in title and no abstract available,missing_abstract,no,rule_based_triage,,no
VRD0821|Scenario-Driven Virtual Reality Game for Dementia Education Among Healthcare Students: Protocol for a Four-Arm Study,VRD0821,Embase,Scenario-Driven Virtual Reality Game for Dementia Education Among Healthcare Students: Protocol for a Four-Arm Study,NA,NA,2025,clinicaltrials.gov,NA,NA,NA,FALSE,NA,NA,NA,NA,,,excluded,wrong_study_design,high,Protocol/registered report without completed intervention results,dementia_population; vr_technology; protocol; non_patient_target; missing_abstract; title_dementia_population; title_vr_technology,no,rule_based_triage,,no
VRD1553|Scopolamine disrupts hippocampal activity during allocentric spatial memory in humans: An fMRI study using a virtual reality analogue of the Morris Water Maze,VRD1553,Embase,Scopolamine disrupts hippocampal activity during allocentric spatial memory in humans: An fMRI study using a virtual reality analogue of the Morris Water Maze,NA,NA,2011,J. Psychopharmacol,NA,10.1177/0269881110379285,NA,FALSE,NA,NA,NA,NA,,,excluded,wrong_population,medium,No dementia term in title and no abstract available,vr_technology; missing_abstract; title_vr_technology,no,rule_based_triage,,no
VRD1480|Selective immunoproteasome inhibitors with non-peptide scaffolds identified from structure-based virtual screening,VRD1480,Embase,Selective immunoproteasome inhibitors with non-peptide scaffolds identified from structure-based virtual screening,NA,NA,2014,Bioorg. Med. Chem. Lett,NA,10.1016/j.bmcl.2014.05.025,NA,FALSE,NA,NA,NA,NA,,,excluded,wrong_population,medium,No dementia term in title and no abstract available,missing_abstract; clear_assessment_title,no,rule_based_triage,,no
VRD0494|Selective sparing of topographical memory.,VRD0494,PubMed,Selective sparing of topographical memory.,"The case of a 61 year old patient with Pick's disease involving predominantly the left temporal lobe, who has been studied over a 5 year period, is reported. She presented with a grave impairment of both verbal and non-verbal memory functions. Her non-verbal memory deficits included profound impairments on the recognition of unfamiliar faces and the recall of abstract designs. Remarkably, her visual recognition memory performance for unknown buildings, landscapes, and outdoor scenes was preserved. Strikingly, her ability to recall familiar routes and learn new ones through a complex virtual reality town was also entirely normal. This seems to be the first case documenting the selective preservation of topographical memory in the context of severe non-verbal and verbal memory impairments. These findings imply that topographical memory and non-verbal memory are subserved by separable neural systems.",Maguire EA; Cipolotti L,1998,"Journal of neurology, neurosurgery, and psychiatry","Case Reports; Comparative Study; Journal Article; Research Support, Non-U.S. Gov't",NA,9854968,FALSE,NA,NA,NA,NA,,,excluded,wrong_population,medium,No dementia population identified in title or abstract,vr_technology,no,rule_based_triage,,no
"VRD1313|Self-initiated learning reveals memory performance and electrophysiological differences between younger, older and older adults with relative memory impairment",VRD1313,Embase,"Self-initiated learning reveals memory performance and electrophysiological differences between younger, older and older adults with relative memory impairment",NA,NA,2019,Eur. J. Neurosci,NA,10.1111/ejn.14530,NA,FALSE,NA,NA,NA,NA,,,excluded,wrong_population,medium,No dementia term in title and no abstract available,missing_abstract,no,rule_based_triage,,no
VRD1476|Self-motion perception in the elderly,VRD1476,Embase,Self-motion perception in the elderly,NA,NA,2014,NA,NA,10.3389/fnhum.2014.00681,NA,FALSE,NA,NA,NA,NA,,,excluded,wrong_population,medium,No dementia term in title and no abstract available,missing_abstract,no,rule_based_triage,,no
VRD1060|Sensor-Based Rehabilitation in Neurological Diseases: A Bibliometric Analysis of Research Trends,VRD1060,Embase,Sensor-Based Rehabilitation in Neurological Diseases: A Bibliometric Analysis of Research Trends,NA,NA,2023,Brain Sci,NA,10.3390/brainsci13050724,NA,FALSE,NA,NA,NA,NA,,,excluded,wrong_study_design,high,Review/bibliometric study; no primary intervention data,review; missing_abstract,no,rule_based_triage,,no
VRD0887|Separable cognitive and motor decline tracked across adult life-span for goal-directed navigation,VRD0887,Embase,Separable cognitive and motor decline tracked across adult life-span for goal-directed navigation,NA,NA,2024,bioRxiv,NA,10.1101/2024.12.03.626546,NA,FALSE,NA,NA,NA,NA,,,excluded,wrong_population,medium,No dementia term in title and no abstract available,missing_abstract,no,rule_based_triage,,no
VRD1083|Serious Games for Learning among Older Adults with Cognitive Impairment: Systematic Review and Meta-analysis,VRD1083,Embase,Serious Games for Learning among Older Adults with Cognitive Impairment: Systematic Review and Meta-analysis,NA,NA,2023,J. Med. Internet Res,NA,10.2196/43607,NA,FALSE,NA,NA,NA,NA,,,excluded,wrong_study_design,high,Review/bibliometric study; no primary intervention data,review; missing_abstract,no,rule_based_triage,,no
VRD1610|Simulated car crashes at intersections in drivers with Alzheimer disease,VRD1610,Embase,Simulated car crashes at intersections in drivers with Alzheimer disease,NA,NA,2001,Alzheimer Dis. Assoc. Disord,NA,10.1097/00002093-200101000-00002,NA,FALSE,NA,NA,NA,NA,,,excluded,wrong_intervention,medium,No explicit VR term in title and no abstract available,dementia_population; missing_abstract; title_dementia_population,no,rule_based_triage,,no
VRD1188|Simulation as an innovative approach in dementia caregiver education: A literature review,VRD1188,Embase,Simulation as an innovative approach in dementia caregiver education: A literature review,NA,NA,2021,Alzheimer's Dementia,NA,10.1002/alz.057325,NA,FALSE,NA,NA,NA,NA,,,excluded,wrong_study_design,high,Review/bibliometric study; no primary intervention data,dementia_population; psychosocial_component; review; missing_abstract; title_dementia_population,no,rule_based_triage,,no
VRD1186|Simultaneous assessment of posture and saccadic eye movement with visual stimuli using head-mounted display virtual reality technology in healthy older adults,VRD1186,Embase,Simultaneous assessment of posture and saccadic eye movement with visual stimuli using head-mounted display virtual reality technology in healthy older adults,NA,NA,2021,Alzheimer's Dementia,NA,10.1002/alz.053605,NA,FALSE,NA,NA,NA,NA,,,excluded,wrong_population,medium,No dementia term in title and no abstract available,vr_technology; assessment_language; missing_abstract; title_vr_technology; clear_assessment_title; clear_training_title,no,rule_based_triage,,no
VRD0735|Sistemik Lupus Eritematozus Tanılı Bireylere Uygulanan Aerobik Egzersizlerin Kognitif Fonksiyonlar ve Hastalık Aktivitesi Üzerine Etkisi,VRD0735,Embase,Sistemik Lupus Eritematozus Tanılı Bireylere Uygulanan Aerobik Egzersizlerin Kognitif Fonksiyonlar ve Hastalık Aktivitesi Üzerine Etkisi,NA,NA,2026,clinicaltrials.gov,NA,NA,NA,FALSE,NA,NA,NA,NA,,,excluded,wrong_population,medium,No dementia term in title and no abstract available,missing_abstract,no,rule_based_triage,,no
VRD1345|Sleep Disordered Breathing and Alzheimer's Disease Biomarkers in Normal Aging and Mild Cognitive Impairment,VRD1345,Embase,Sleep Disordered Breathing and Alzheimer's Disease Biomarkers in Normal Aging and Mild Cognitive Impairment,NA,NA,2019,clinicaltrials.gov,NA,NA,NA,FALSE,NA,NA,NA,NA,,,excluded,wrong_intervention,medium,No explicit VR term in title and no abstract available,dementia_population; assessment_language; mci_language; missing_abstract; title_dementia_population; clear_assessment_title,no,rule_based_triage,,no
VRD1549|Sleep destructuration in early executive dysfunctions: A virtual and neuropsychological study in Parkinson's disease,VRD1549,Embase,Sleep destructuration in early executive dysfunctions: A virtual and neuropsychological study in Parkinson's disease,NA,NA,2012,Parkinsonism Relat. Disord,NA,10.1016/s1353-8020(11)70170-5,NA,FALSE,NA,NA,NA,NA,,,excluded,wrong_population,medium,No dementia term in title and no abstract available,missing_abstract,no,rule_based_triage,,no
VRD0500|Sleep dysfunctions influence decision making in undemented Parkinson's disease patients: a study in a virtual supermarket.,VRD0500,PubMed,Sleep dysfunctions influence decision making in undemented Parkinson's disease patients: a study in a virtual supermarket.,"In the early-middle stages of Parkinson's disease (PD), polysomnographic studies show early alterations of the structure of the sleep, which may explain frequent symptoms reported by patients, such as daytime drowsiness, loss of attention and concentration, feeling of tiredness. The aim of this study was to verify if there is a correlation between the sleep dysfunction and decision making ability. We used a Virtual Reality version of the Multiple Errand Test (VMET), developed using the NeuroVR free software (http://www.neurovr2.org), to evaluate decision-making ability in 12 PD not-demented patients and 14 controls. Five of our not-demented 12 PD patients showed abnormalities in the polysomnographic recordings associated to significant differences in the VMET performance.",Albani G; Raspelli S; Carelli L; Priano L; Pignatti R; Morganti F; Gaggioli A; Weiss PL; Kizony R; Katz N; Mauro A; Riva G,2011,Studies in health technology and informatics,Journal Article,10.3233/978-1-60750-706-2-8,21335749,FALSE,NA,NA,NA,NA,,,excluded,wrong_intervention,medium,No explicit psychosocial or interpersonal VR intervention identified,dementia_population; vr_technology,no,rule_based_triage,,no
VRD0481|Sleep quality metrics combined with virtual reality motion parameters enhance early detection of mild cognitive impairment.,VRD0481,PubMed,Sleep quality metrics combined with virtual reality motion parameters enhance early detection of mild cognitive impairment.,"OBJECTIVE: Alzheimer's disease (AD) is a progressive neurodegenerative disorder marked by cognitive and motor deficits. With its global prevalence increasing rapidly and no effective treatment available, early identification of high-risk individuals is critical. This study investigated the relationship between motor parameters extracted from virtual reality (VR) tasks, combined with sleep-related measures, and cognitive impairment in patients with mild cognitive impairment (MCI). Our goal was to determine whether integrating VR-derived digital markers with sleep quality metrics could provide an objective and clinically applicable tool for early detection. METHODS: 66 participants were recruited, including 28 healthy controls (HC) and 38 patients with MCI. Cognitive status was assessed using the Montreal Cognitive Assessment (MoCA) and Mini-Mental State Examination (MMSE). All participants performed two scenario-based VR tasks, during which task completion time, accuracy, and overall performance scores were recorded. Group differences were evaluated using independent-samples t-tests, and these behavioral features and sleep quality metrics were further incorporated into ROC analyze to assess predictive performance for distinguishing MCI from HC. RESULTS: Compared with HC, patients with MCI reported significantly poorer sleep quality based on the Pittsburgh Sleep Quality Index (PSQI) and subdomains such as sleep latency and habitual sleep efficiency. In the VR tasks, MCI patients required more time and achieved lower accuracy than HC, consistent with MoCA and MMSE scores. Correlation analysis confirmed strong associations between VR performance metrics and cognitive test scores. Importantly, integrating VR-derived digital markers with sleep parameters yielded superior predictive accuracy for MCI (AUC = 0.863; sensitivity = 86.84%; specificity = 71.43%; p < 0.001) compared with single-modality models. CONCLUSION: VR-based cognitive and sensorimotor tasks, when combined with sleep quality assessments, offer a robust and noninvasive approach for the early identification of prodromal AD. This multimodal strategy holds promise for enhancing clinical decision-making and enabling timely interventions.",Zhang R; Sun H; Di Y; Cao H; Zhang C; Yao H; Yan H; Ding D; He Q; Wu T,2026,Frontiers in psychiatry,Journal Article,10.3389/fpsyt.2026.1727576,42100782,FALSE,NA,NA,NA,NA,,,excluded,wrong_intervention,high,"VR used for assessment, diagnosis, or biomarker measurement without a psychosocial component",dementia_population; vr_technology; intervention_language; assessment_language; mci_language; title_vr_technology; clear_assessment_title,no,rule_based_triage,,no
"VRD1510|Sleep, Aging and Risk for Alzheimer's Disease (SARA) Study",VRD1510,Embase,"Sleep, Aging and Risk for Alzheimer's Disease (SARA) Study",NA,NA,2013,clinicaltrials.gov,NA,NA,NA,FALSE,NA,NA,NA,NA,,,excluded,wrong_intervention,medium,No explicit VR term in title and no abstract available,dementia_population; missing_abstract; title_dementia_population,no,rule_based_triage,,no
"VRD1535|Sleep, Cognition and Memory Disorder",VRD1535,Embase,"Sleep, Cognition and Memory Disorder",NA,NA,2012,clinicaltrials.gov,NA,NA,NA,FALSE,NA,NA,NA,NA,,,excluded,wrong_population,medium,No dementia term in title and no abstract available,missing_abstract,no,rule_based_triage,,no
VRD0813|Smart Glasses for Older Adults With Cognitive Impairment: A Scoping Review,VRD0813,Embase,Smart Glasses for Older Adults With Cognitive Impairment: A Scoping Review,NA,NA,2025,J. Am. Med. Dir. Assoc,NA,10.1016/j.jamda.2025.105831,NA,FALSE,NA,NA,NA,NA,,,excluded,wrong_study_design,high,Review/bibliometric study; no primary intervention data,review; missing_abstract,no,rule_based_triage,,no
VRD0773|Smart Glasses for Older Adults With Cognitive Impairment: Explanatory Mixed Methods Study,VRD0773,Embase,Smart Glasses for Older Adults With Cognitive Impairment: Explanatory Mixed Methods Study,NA,NA,2026,JMIR Aging,NA,10.2196/81840,NA,FALSE,NA,NA,NA,NA,,,excluded,wrong_population,medium,No dementia term in title and no abstract available,missing_abstract,no,rule_based_triage,,no
VRD0114|Smart Health System to Detect Dementia Disorders Using Virtual Reality.,VRD0114,PubMed,Smart Health System to Detect Dementia Disorders Using Virtual Reality.,"Smart health technology includes physical sensors, intelligent sensors, and output advice to help monitor patients' health and adjust their behavior. Virtual reality (VR) plays an increasingly larger role to improve health outcomes, being used in a variety of medical specialties including robotic surgery, diagnosis of some difficult diseases, and virtual reality pain distraction for severe burn patients. Smart VR health technology acts as a decision support system in the diseases diagnostic test of patients as they perform real world tasks in virtual reality (e.g., navigation). In this study, a non-invasive, cognitive computerized test based on 3D virtual environments for detecting the main symptoms of dementia (memory loss, visuospatial defects, and spatial navigation) is proposed. In a recent study, the system was tested on 115 real patients of which thirty had a dementia, sixty-five were cognitively healthy, and twenty had a mild cognitive impairment (MCI). The performance of the VR system was compared with Mini-Cog test, where the latter is used to measure cognitive impaired patients in the traditional diagnosis system at the clinic. It was observed that visuospatial and memory recall scores in both clinical diagnosis and VR system of dementia patients were less than those of MCI patients, and the scores of MCI patients were less than those of the control group. Furthermore, there is a perfect agreement between the standard methods in functional evaluation and navigational ability in our system where P-value in weighted Kappa statistic= 100% and between Mini-Cog-clinical diagnosis vs. VR scores where P-value in weighted Kappa statistic= 93%.",Bayahya AY; Alhalabi W; AlAmri SH,NA,"Healthcare (Basel, Switzerland)",Journal Article,NA,34203116,FALSE,NA,NA,NA,NA,,,excluded,wrong_intervention,high,"VR used for assessment, diagnosis, or biomarker measurement without a psychosocial component",dementia_population; vr_technology; assessment_language; mci_language; title_dementia_population; title_vr_technology; patient_participant_phrase; clear_assessment_title,no,rule_based_triage,,no
VRD1297|Smart health system to detect visuospatial disorders in dementia using virtual reality,VRD1297,Embase,Smart health system to detect visuospatial disorders in dementia using virtual reality,NA,NA,2020,J. Am. Geriatr. Soc,NA,10.1111/jgs.16431,NA,FALSE,NA,NA,NA,NA,,,excluded,wrong_intervention,high,"VR used for assessment, diagnosis, or biomarker measurement without a psychosocial component",dementia_population; vr_technology; assessment_language; missing_abstract; title_dementia_population; title_vr_technology; clear_assessment_title,no,rule_based_triage,,no
VRD1503|Spatial Cognition: A Unique Window to Study Cognitive Aging,VRD1503,Embase,Spatial Cognition: A Unique Window to Study Cognitive Aging,NA,NA,2013,Jnl. Psychophysiology,NA,10.1027/0269-8803/a000095,NA,FALSE,NA,NA,NA,NA,,,excluded,wrong_population,medium,No dementia term in title and no abstract available,missing_abstract,no,rule_based_triage,,no
VRD0564|Spatial Disorientation in Alzheimer's Disease: The Missing Path From Virtual Reality to Real World.,VRD0564,PubMed,Spatial Disorientation in Alzheimer's Disease: The Missing Path From Virtual Reality to Real World.,NA,Puthusseryppady V; Emrich-Mills L; Lowry E; Patel M; Hornberger M,2020,Frontiers in aging neuroscience,Journal Article,10.3389/fnagi.2020.550514,33192453,FALSE,NA,NA,NA,NA,,,excluded,wrong_intervention,medium,No explicit psychosocial or interpersonal VR intervention identified,dementia_population; vr_technology; missing_abstract; title_dementia_population; title_vr_technology,no,curated_title_abstract_review,,no
VRD0897|Spatial Exploration Behavior - A Novel Cognitive Marker for Alzheimer's Disease?,VRD0897,Embase,Spatial Exploration Behavior - A Novel Cognitive Marker for Alzheimer's Disease?,NA,NA,2024,Alzheimer's Dementia,NA,10.1002/alz.086213,NA,FALSE,NA,NA,NA,NA,,,excluded,wrong_intervention,medium,No explicit VR term in title and no abstract available,dementia_population; missing_abstract; title_dementia_population,no,rule_based_triage,,no
VRD0286|Spatial Learning and Memory Using a Radial Arm Maze with a Head-Mounted Display.,VRD0286,PubMed,Spatial Learning and Memory Using a Radial Arm Maze with a Head-Mounted Display.,"OBJECTIVE: A radial arm maze (RAM) is an essential tool for assessing spatial learning and memory. Although this tool is widely used to study deficits in spatial memory in animal models, it has several restrictions that prevent its adaptation to human research and training. Therefore, we developed a head-mounted-display RAM (HMD-RAM) program for humans and verified its validity by comparing it to the results obtained by previous RAM studies. We also compared the HMD and a flat monitor as experimental devices. METHODS: Forty participants were recruited for the current study (Study 1: 20 participants with the HMD device; Study 2: 20 participants with the flat monitor). They navigated a virtual room as a first-person viewer and used environmental landmarks to remember their spatial position and orientation. The main dependent measures were working memory error, reference memory error, detection time, travel distance, and participant's head movements. To validate the program, participants also conducted neuropsychological assessments and self-reported measures. RESULTS: The results for HMD-RAM tasks were consistent with the results of previous research conducted on animals, and the HMD elicited a higher sense of presence, immersion, and simulator sickness than the flat monitor. According to post-experiment questions on navigation strategy, creating landmarks was important when people were discovering locations in their environment, and an HMD was beneficial for better navigation strategy. CONCLUSION: These results suggest that the HMD-RAM is valuable for estimating spatial learning and memory in humans and may be a useful tool for early diagnosis of deficits in spatial learning and memory, including amnestic mild cognitive impairment and Alzheimer's disease.",Kim H; Park JY; Kim KK,2018,Psychiatry investigation,Journal Article,10.30773/pi.2018.06.28.3,30301309,FALSE,NA,NA,NA,NA,,,excluded,wrong_intervention,medium,No explicit psychosocial or interpersonal VR intervention identified,dementia_population; vr_technology; intervention_language; assessment_language; mci_language; title_vr_technology,no,rule_based_triage,,no
VRD0842|Spatial Memory Training and Cognitive Function,VRD0842,Embase,Spatial Memory Training and Cognitive Function,NA,NA,2025,clinicaltrials.gov,NA,NA,NA,FALSE,NA,NA,NA,NA,,,excluded,wrong_population,medium,No dementia term in title and no abstract available,physical_or_cognitive_training; missing_abstract; clear_training_title,no,rule_based_triage,,no
